SEP=,
FROM,TO,DEMAND
Winterthur Hegi S�d,Winterthur Gotzenwil,0.184496424
Winterthur Hegi S�d,Winterthur Eidberg,0.056941976
Winterthur Hegi S�d,Winterthur Iberg,0.305612493
Winterthur Hegi S�d,Winterthur Sennhof,0.591241157
Winterthur Hegi S�d,Winterthur Schlosstal West,0.13281354
Winterthur Hegi S�d,Winterthur Schlosstal S�d,0.227258552
Winterthur Hegi S�d,Winterthur Schlosstal Nord,0.291451114
Winterthur Hegi S�d,Winterthur Schlosstal Ost,0.613909434
Winterthur Hegi S�d,Winterthur D�ttnau Nord,0.218939394
Winterthur Hegi S�d,Winterthur D�ttnau S�d,0.3555395
Winterthur Hegi S�d,Winterthur Eichliacker West,0.170000392
Winterthur Hegi S�d,Winterthur Eichliacker S�d,0.284816501
Winterthur Hegi S�d,Winterthur Eichliacker Mitte,0.359885231
Winterthur Hegi S�d,Winterthur Eichliacker Nord,0.697868785
Winterthur Hegi S�d,Winterthur Eichliacker Ost,0.279713477
Winterthur Hegi S�d,Winterthur Rossberg,0.019847784
Winterthur Hegi S�d,Winterthur Rosenberg Ost,0.556487349
Winterthur Hegi S�d,Winterthur Rosenberg S�d,0.65514369
Winterthur Hegi S�d,Winterthur Rosenberg Nord,0.410097769
Winterthur Hegi S�d,Winterthur Rosenberg West,0.445119435
Winterthur Hegi S�d,Winterthur Blumenau Nord,0.443570685
Winterthur Hegi S�d,Winterthur Blumenau S�d,0.732050446
Winterthur Hegi S�d,Winterthur Blumenau Ost,0.546523034
Winterthur Hegi S�d,Winterthur Weinberg Nord,0.103362314
Winterthur Hegi S�d,Winterthur Weinberg S�d,0.301200361
Winterthur Hegi S�d,Winterthur Oberfeld Nord,0.164897086
Winterthur Hegi S�d,Winterthur Oberfeld West,0.175262336
Winterthur Hegi S�d,Winterthur Oberfeld Ost,0.365880061
Winterthur Hegi S�d,Winterthur Oberfeld S�dwest,0.277926871
Winterthur Hegi S�d,Winterthur Oberfeld S�dost,0.154852312
Winterthur Hegi S�d,Winterthur Oberfeld Mitte,0.368506476
Winterthur Hegi S�d,Winterthur Lindenplatz Nord,0.559039622
Winterthur Hegi S�d,Winterthur Lindenplatz S�d,0.236187668
Winterthur Hegi S�d,Winterthur Lindenplatz Ost,0.327411133
Winterthur Hegi S�d,Winterthur Niederfeld,0.368812096
Winterthur Hegi S�d,Winterthur Neuburg,0.039825701
Winterthur Hegi S�d,Winterthur Hardau,0.059250101
Winterthur Hegi S�d,Winterthur H�rti Nord,0.299217601
Winterthur Hegi S�d,Winterthur H�rti S�d,0.630445841
Winterthur Hegi S�d,Winterthur Taggenberg Nord,0.045511616
Winterthur Hegi S�d,Winterthur Taggenberg S�d,0.131158473
Winterthur Hegi S�d,Winterthur Deutweg S�d,0.529982666
Winterthur Hegi S�d,Winterthur Deutweg West,0.636026931
Winterthur Hegi S�d,Winterthur Deutweg Ost,1.159499012
Winterthur Hegi S�d,Winterthur Deutweg Nordwest,5.986436161
Winterthur Hegi S�d,Winterthur Deutweg Nordost,3.084847301
Winterthur Hegi S�d,Winterthur Gutschick,4.859180551
Winterthur Hegi S�d,Winterthur Endliker,0.954991435
Winterthur Hegi S�d,Zell (ZH) Nord,0.002071977
Winterthur Hegi S�d,Zell (ZH) West,1.133756312
Winterthur Hegi S�d,Zell (ZH) S�d,0.708645598
Winterthur Hegi S�d,Zell (ZH) Ost,0.000731946
Winterthur Hegi S�d,Gachnang,1.861593448
Winterthur Zinzikon,Buch am Irchel West,0.167669028
Winterthur Zinzikon,Buch am Irchel Ost,0.031237165
Winterthur Zinzikon,Bassersdorf Nord,0.065024659
Winterthur Zinzikon,N�rensdorf S�d,0.395014793
Winterthur Zinzikon,N�rensdorf Nord,0.394109516
Winterthur Zinzikon,N�rensdorf Ost,0.222720256
Winterthur Zinzikon,Oberembrach Ost,0.011840943
Winterthur Zinzikon,Kyburg Ost,0.135197766
Winterthur Zinzikon,Kyburg West,0.123321764
Winterthur Zinzikon,Lindau Nord,0.334847825
Winterthur Zinzikon,Lindau Kemptthal,0.895051151
Winterthur Zinzikon,Lindau Zentrum,0.243872145
Winterthur Zinzikon,Weisslingen Nord,0.017432811
Winterthur Zinzikon,Bertschikon Nord,2.163136736
Winterthur Zinzikon,Bertschikon West,1.024687947
Winterthur Zinzikon,Bertschikon Ost,0.088522657
Winterthur Zinzikon,Br�tten,1.022652064
Winterthur Zinzikon,D�gerlen S�d,0.57531928
Winterthur Zinzikon,D�ttlikon,0.191046542
Winterthur Zinzikon,Dinhard Ost,2.476107932
Winterthur Zinzikon,Dinhard S�d,3.128623363
Winterthur Zinzikon,Ellikon an der Thur,1.194729461
Winterthur Zinzikon,Elsau Nord,0.098353238
Winterthur Zinzikon,Elsau West,9.237485611
Winterthur Zinzikon,Elsau S�d,0.547792686
Winterthur Zinzikon,Hettlingen West,1.890122783
Winterthur Zinzikon,Hettlingen Ost,1.010100922
Winterthur Zinzikon,Hofstetten (ZH) Nord,0.069431362
Winterthur Zinzikon,Hofstetten (ZH) S�d,0.015507556
Winterthur Zinzikon,Neftenbach West,0.05602098
Winterthur Zinzikon,Neftenbach Nordost,0.473482849
Winterthur Zinzikon,Neftenbach Ost,3.564870382
Winterthur Zinzikon,Neftenbach S�d,0.358430166
Winterthur Zinzikon,Pfungen,1.953491754
Winterthur Zinzikon,Rickenbach (ZH) S�d,3.149689888
Winterthur Zinzikon,Rickenbach (ZH) Nord,1.537477362
Winterthur Zinzikon,Schlatt Ost,0.990288319
Winterthur Zinzikon,Schlatt West,0.005505255
Winterthur Zinzikon,Seuzach West,2.504353265
Winterthur Zinzikon,Seuzach Nord,26.29011835
Winterthur Zinzikon,Seuzach S�d,13.43425265
Winterthur Zinzikon,Wiesendangen Nord,0.664605107
Winterthur Zinzikon,Wiesendangen West,9.920238484
Winterthur Zinzikon,Wiesendangen Ost,11.49417333
Winterthur Zinzikon,Wiesendangen Menzengr�t,0.057221655
Winterthur Zinzikon,Winterthur Altstadt Nord,16.82428653
Winterthur Zinzikon,Winterthur Altstadt West,42.46751572
Winterthur Zinzikon,Winterthur Altstadt Mitte,26.88085237
Winterthur Zinzikon,Winterthur Altstadt Ost,6.99442486
Winterthur Zinzikon,Winterthur Lind Nord,4.101377072
Winterthur Zinzikon,Winterthur Lind Mitte,8.719436922
Winterthur Zinzikon,Winterthur Lind S�dwest,9.525201711
Winterthur Zinzikon,Winterthur Lind S�dost,14.99620838
Winterthur Zinzikon,Winterthur Lind Ost,8.999154463
Winterthur Zinzikon,Winterthur Heiligberg Nord,12.75524674
Winterthur Zinzikon,Winterthur Heiligberg West,0.920099367
Winterthur Zinzikon,Winterthur Heiligberg Ost,1.162188188
Winterthur Zinzikon,Winterthur Heiligberg S�d,1.031836761
Winterthur Zinzikon,Winterthur T�ssfeld Nord,6.375282282
Winterthur Zinzikon,Winterthur T�ssfeld S�d,2.305844926
Winterthur Zinzikon,Winterthur T�ssfeld Ost,2.993451209
Winterthur Zinzikon,Winterthur Br�hlberg West,1.739307522
Winterthur Zinzikon,Winterthur Br�hlberg Ost,3.63249765
Winterthur Zinzikon,Winterthur Neuwiesen S�d,2.753924945
Winterthur Zinzikon,Winterthur Neuwiesen West,0.768143305
Winterthur Zinzikon,Winterthur Neuwiesen Ost,18.54014444
Winterthur Zinzikon,Winterthur Neuwiesen Nord,1.995552414
Winterthur Zinzikon,Winterthur Talacker Nord,4.574974021
Winterthur Zinzikon,Winterthur Talacker Ost,35.35232167
Winterthur Zinzikon,Winterthur Talacker S�d,19.92217175
Winterthur Zinzikon,Winterthur Talacker Zentrum,10.16933203
Winterthur Zinzikon,Winterthur Guggenb�hl West,70.95989885
Winterthur Zinzikon,Winterthur Guggenb�hl Ost,0
Winterthur Zinzikon,Winterthur Gr�ze West,4.041226799
Winterthur Zinzikon,Winterthur Gr�ze S�d,4.747331743
Winterthur Zinzikon,Winterthur Gr�ze S�dost,8.027585778
Winterthur Zinzikon,Winterthur Gr�ze Nordwest,4.933295839
Winterthur Zinzikon,Winterthur Gr�ze Zentrum,12.25113911
Winterthur Zinzikon,Winterthur Gr�ze Nordost,4.575771857
Winterthur Zinzikon,Winterthur Gr�ze Ost,2.973846966
Winterthur Zinzikon,Winterthur Hegmatten,38.02007401
Winterthur Zinzikon,Winterthur Hegi Nord,7.210616885
Winterthur Zinzikon,Winterthur Hegi S�d,2.513390846
Winterthur Zinzikon,Winterthur Zinzikon,0
Winterthur Zinzikon,Winterthur Reutlingen,4.486226756
Winterthur Zinzikon,Winterthur Stadel,2.264558589
Winterthur Zinzikon,Winterthur Ricketwil,0.187152442
Winterthur Zinzikon,Winterthur Waser,3.394802259
Winterthur Zinzikon,Winterthur B�elwiesen,2.946124831
Winterthur Zinzikon,Winterthur Waldegg,0.813313687
Winterthur Zinzikon,Winterthur Ganzenb�hl West,0.428258465
Winterthur Zinzikon,Winterthur Ganzenb�hl Ost,0.868249297
Winterthur Zinzikon,Winterthur Sonnenberg,0.85989254
Winterthur Zinzikon,Winterthur Oberseen,1.302397688
Winterthur Zinzikon,Winterthur Gotzenwil,0.214537496
Winterthur Zinzikon,Winterthur Eidberg,0.077261175
Winterthur Zinzikon,Winterthur Iberg,0.362796284
Winterthur Zinzikon,Winterthur Sennhof,0.834592304
Winterthur Zinzikon,Winterthur Schlosstal West,0.314561836
Winterthur Zinzikon,Winterthur Schlosstal S�d,1.083563837
Winterthur Zinzikon,Winterthur Schlosstal Nord,0.676378683
Winterthur Zinzikon,Winterthur Schlosstal Ost,2.879433165
Winterthur Zinzikon,Winterthur D�ttnau Nord,0.579971092
Winterthur Zinzikon,Winterthur D�ttnau S�d,1.203557738
Winterthur Zinzikon,Winterthur Eichliacker West,0.575765114
Winterthur Zinzikon,Winterthur Eichliacker S�d,0.695509236
Winterthur Zinzikon,Winterthur Eichliacker Mitte,1.659251843
Winterthur Zinzikon,Winterthur Eichliacker Nord,3.190244683
Winterthur Zinzikon,Winterthur Eichliacker Ost,1.090536705
Winterthur Zinzikon,Winterthur Rossberg,0.10470456
Winterthur Zinzikon,Winterthur Rosenberg Ost,2.251785043
Winterthur Zinzikon,Winterthur Rosenberg S�d,2.578416315
Winterthur Zinzikon,Winterthur Rosenberg Nord,1.72536847
Winterthur Zinzikon,Winterthur Rosenberg West,1.843675329
Winterthur Zinzikon,Winterthur Blumenau Nord,1.140417909
Winterthur Zinzikon,Winterthur Blumenau S�d,1.858489127
Winterthur Zinzikon,Winterthur Blumenau Ost,1.396244278
Winterthur Zinzikon,Winterthur Weinberg Nord,0.271681609
Winterthur Zinzikon,Winterthur Weinberg S�d,0.792716794
Winterthur Zinzikon,Winterthur Oberfeld Nord,0.435499415
Winterthur Zinzikon,Winterthur Oberfeld West,0.449158541
Winterthur Zinzikon,Winterthur Oberfeld Ost,0.956732811
Winterthur Zinzikon,Winterthur Oberfeld S�dwest,0.68112524
Winterthur Zinzikon,Winterthur Oberfeld S�dost,0.376989817
Winterthur Zinzikon,Winterthur Oberfeld Mitte,0.852203223
Winterthur Zinzikon,Winterthur Lindenplatz Nord,1.544434982
Winterthur Zinzikon,Winterthur Lindenplatz S�d,0.667057406
Winterthur Zinzikon,Winterthur Lindenplatz Ost,0.900785662
Winterthur Zinzikon,Winterthur Niederfeld,1.753375596
Winterthur Zinzikon,Winterthur Neuburg,0.10163979
Winterthur Zinzikon,Winterthur Hardau,0.153594061
Winterthur Zinzikon,Winterthur H�rti Nord,0.825680421
Winterthur Zinzikon,Winterthur H�rti S�d,1.739604138
Winterthur Zinzikon,Winterthur Taggenberg Nord,0.127559948
Winterthur Zinzikon,Winterthur Taggenberg S�d,0.307814367
Winterthur Zinzikon,Winterthur Deutweg S�d,1.269206749
Winterthur Zinzikon,Winterthur Deutweg West,0.892373387
Winterthur Zinzikon,Winterthur Deutweg Ost,1.612812963
Winterthur Zinzikon,Winterthur Deutweg Nordwest,8.85226086
Winterthur Zinzikon,Winterthur Deutweg Nordost,2.075804159
Winterthur Zinzikon,Winterthur Gutschick,3.255889468
Winterthur Zinzikon,Winterthur Endliker,1.285122266
Winterthur Zinzikon,Zell (ZH) Nord,0.00230474
Winterthur Zinzikon,Zell (ZH) West,1.615694488
Winterthur Zinzikon,Zell (ZH) S�d,1.157702212
Winterthur Zinzikon,Zell (ZH) Ost,0.000946561
Winterthur Zinzikon,Gachnang,10.5838189
Winterthur Reutlingen,Buch am Irchel West,0.007503706
Winterthur Reutlingen,Buch am Irchel Ost,0.001477747
Winterthur Reutlingen,Bassersdorf Nord,0.011714984
Winterthur Reutlingen,N�rensdorf S�d,0.070886949
Winterthur Reutlingen,N�rensdorf Nord,0.070845154
Winterthur Reutlingen,N�rensdorf Ost,0.037349693
Winterthur Reutlingen,Oberembrach Ost,0.002930883
Winterthur Reutlingen,Kyburg Ost,0.042541634
Winterthur Reutlingen,Kyburg West,0.042647506
Winterthur Reutlingen,Lindau Nord,0.07481309
Winterthur Reutlingen,Lindau Kemptthal,0.198968324
Winterthur Reutlingen,Lindau Zentrum,0.053834751
Winterthur Reutlingen,Weisslingen Nord,0.006105048
Winterthur Reutlingen,Bertschikon Nord,0.327051045
Winterthur Reutlingen,Bertschikon West,0.154706595
Winterthur Reutlingen,Bertschikon Ost,0.013485061
Winterthur Reutlingen,Br�tten,0.171624735
Winterthur Reutlingen,D�gerlen S�d,0.025419821
Winterthur Reutlingen,D�ttlikon,0.062781166
Winterthur Reutlingen,Dinhard Ost,1.166649201
Winterthur Reutlingen,Dinhard S�d,1.471021876
Winterthur Reutlingen,Ellikon an der Thur,0.265005761
Winterthur Reutlingen,Elsau Nord,0.024192127
Winterthur Reutlingen,Elsau West,2.196206537
Winterthur Reutlingen,Elsau S�d,0.074311153
Winterthur Reutlingen,Hettlingen West,0.32966671
Winterthur Reutlingen,Hettlingen Ost,0.044969905
Winterthur Reutlingen,Hofstetten (ZH) Nord,0.002579137
Winterthur Reutlingen,Hofstetten (ZH) S�d,0.004096491
Winterthur Reutlingen,Neftenbach West,0.002517787
Winterthur Reutlingen,Neftenbach Nordost,0.020954033
Winterthur Reutlingen,Neftenbach Ost,1.105327131
Winterthur Reutlingen,Neftenbach S�d,0.128766238
Winterthur Reutlingen,Pfungen,0.478923972
Winterthur Reutlingen,Rickenbach (ZH) S�d,0.698710782
Winterthur Reutlingen,Rickenbach (ZH) Nord,0.341045523
Winterthur Reutlingen,Schlatt Ost,0.265359624
Winterthur Reutlingen,Schlatt West,0.001942222
Winterthur Reutlingen,Seuzach West,0.110807349
Winterthur Reutlingen,Seuzach Nord,12.45683123
Winterthur Reutlingen,Seuzach S�d,6.26294291
Winterthur Reutlingen,Wiesendangen Nord,0.15313407
Winterthur Reutlingen,Wiesendangen West,1.667973078
Winterthur Reutlingen,Wiesendangen Ost,2.047862199
Winterthur Reutlingen,Wiesendangen Menzengr�t,0.008726183
Winterthur Reutlingen,Winterthur Altstadt Nord,4.61358392
Winterthur Reutlingen,Winterthur Altstadt West,10.49805389
Winterthur Reutlingen,Winterthur Altstadt Mitte,2.464882436
Winterthur Reutlingen,Winterthur Altstadt Ost,0.734142767
Winterthur Reutlingen,Winterthur Lind Nord,0.374181663
Winterthur Reutlingen,Winterthur Lind Mitte,1.132303343
Winterthur Reutlingen,Winterthur Lind S�dwest,1.417808291
Winterthur Reutlingen,Winterthur Lind S�dost,1.178433733
Winterthur Reutlingen,Winterthur Lind Ost,0.659621135
Winterthur Reutlingen,Winterthur Heiligberg Nord,3.749122838
Winterthur Reutlingen,Winterthur Heiligberg West,0.230273634
Winterthur Reutlingen,Winterthur Heiligberg Ost,0.287325131
Winterthur Reutlingen,Winterthur Heiligberg S�d,0.260274797
Winterthur Reutlingen,Winterthur T�ssfeld Nord,1.048618532
Winterthur Reutlingen,Winterthur T�ssfeld S�d,0.376737899
Winterthur Reutlingen,Winterthur T�ssfeld Ost,0.494468676
Winterthur Reutlingen,Winterthur Br�hlberg West,0.286080872
Winterthur Reutlingen,Winterthur Br�hlberg Ost,0.596263703
Winterthur Reutlingen,Winterthur Neuwiesen S�d,0.462100041
Winterthur Reutlingen,Winterthur Neuwiesen West,0.216101514
Winterthur Reutlingen,Winterthur Neuwiesen Ost,6.087633098
Winterthur Reutlingen,Winterthur Neuwiesen Nord,0.61865803
Winterthur Reutlingen,Winterthur Talacker Nord,0.331208861
Winterthur Reutlingen,Winterthur Talacker Ost,5.885392073
Winterthur Reutlingen,Winterthur Talacker S�d,1.555790279
Winterthur Reutlingen,Winterthur Talacker Zentrum,0.797958527
Winterthur Reutlingen,Winterthur Guggenb�hl West,4.086746083
Winterthur Reutlingen,Winterthur Guggenb�hl Ost,6.270281799
Winterthur Reutlingen,Winterthur Gr�ze West,0.315010375
Winterthur Reutlingen,Winterthur Gr�ze S�d,0.927936992
Winterthur Reutlingen,Winterthur Gr�ze S�dost,1.567875537
Winterthur Reutlingen,Winterthur Gr�ze Nordwest,0.853605164
Winterthur Reutlingen,Winterthur Gr�ze Zentrum,2.465450156
Winterthur Reutlingen,Winterthur Gr�ze Nordost,0.991178262
Winterthur Reutlingen,Winterthur Gr�ze Ost,0.598518857
Winterthur Reutlingen,Winterthur Hegmatten,6.788953665
Winterthur Reutlingen,Winterthur Hegi Nord,1.459479479
Winterthur Reutlingen,Winterthur Hegi S�d,0.553382774
Winterthur Reutlingen,Winterthur Zinzikon,5.200663843
Winterthur Reutlingen,Winterthur Reutlingen,0
Winterthur Reutlingen,Winterthur Stadel,0
Winterthur Reutlingen,Winterthur Ricketwil,0.044382493
Winterthur Reutlingen,Winterthur Waser,1.023169308
Winterthur Reutlingen,Winterthur B�elwiesen,0.964333693
Winterthur Reutlingen,Winterthur Waldegg,0.223600192
Winterthur Reutlingen,Winterthur Ganzenb�hl West,0.117911489
Winterthur Reutlingen,Winterthur Ganzenb�hl Ost,0.266871558
Winterthur Reutlingen,Winterthur Sonnenberg,0.270156571
Winterthur Reutlingen,Winterthur Oberseen,0.401160205
Winterthur Reutlingen,Winterthur Gotzenwil,0.066656063
Winterthur Reutlingen,Winterthur Eidberg,0.023626286
Winterthur Reutlingen,Winterthur Iberg,0.106901609
Winterthur Reutlingen,Winterthur Sennhof,0.263174531
Winterthur Reutlingen,Winterthur Schlosstal West,0.062396292
Winterthur Reutlingen,Winterthur Schlosstal S�d,0.185375683
Winterthur Reutlingen,Winterthur Schlosstal Nord,0.130523128
Winterthur Reutlingen,Winterthur Schlosstal Ost,0.477778156
Winterthur Reutlingen,Winterthur D�ttnau Nord,0.075499719
Winterthur Reutlingen,Winterthur D�ttnau S�d,0.200534841
Winterthur Reutlingen,Winterthur Eichliacker West,0.095789628
Winterthur Reutlingen,Winterthur Eichliacker S�d,0.115812412
Winterthur Reutlingen,Winterthur Eichliacker Mitte,0.268519076
Winterthur Reutlingen,Winterthur Eichliacker Nord,0.539933178
Winterthur Reutlingen,Winterthur Eichliacker Ost,0.267996521
Winterthur Reutlingen,Winterthur Rossberg,0.023405384
Winterthur Reutlingen,Winterthur Rosenberg Ost,0.502244533
Winterthur Reutlingen,Winterthur Rosenberg S�d,0.55559793
Winterthur Reutlingen,Winterthur Rosenberg Nord,0.385684673
Winterthur Reutlingen,Winterthur Rosenberg West,0.404191793
Winterthur Reutlingen,Winterthur Blumenau Nord,0.327814365
Winterthur Reutlingen,Winterthur Blumenau S�d,0.537327409
Winterthur Reutlingen,Winterthur Blumenau Ost,0.395392452
Winterthur Reutlingen,Winterthur Weinberg Nord,0.079743167
Winterthur Reutlingen,Winterthur Weinberg S�d,0.231724317
Winterthur Reutlingen,Winterthur Oberfeld Nord,0.127950617
Winterthur Reutlingen,Winterthur Oberfeld West,0.089084255
Winterthur Reutlingen,Winterthur Oberfeld Ost,0.278027597
Winterthur Reutlingen,Winterthur Oberfeld S�dwest,0.135173958
Winterthur Reutlingen,Winterthur Oberfeld S�dost,0.074872342
Winterthur Reutlingen,Winterthur Oberfeld Mitte,0.246430794
Winterthur Reutlingen,Winterthur Lindenplatz Nord,0.346567498
Winterthur Reutlingen,Winterthur Lindenplatz S�d,0.153182016
Winterthur Reutlingen,Winterthur Lindenplatz Ost,0.202174112
Winterthur Reutlingen,Winterthur Niederfeld,0.441290456
Winterthur Reutlingen,Winterthur Neuburg,0.020208014
Winterthur Reutlingen,Winterthur Hardau,0.030397434
Winterthur Reutlingen,Winterthur H�rti Nord,0.185188817
Winterthur Reutlingen,Winterthur H�rti S�d,0.390170785
Winterthur Reutlingen,Winterthur Taggenberg Nord,0.036185352
Winterthur Reutlingen,Winterthur Taggenberg S�d,0.089663837
Winterthur Reutlingen,Winterthur Deutweg S�d,0.313814861
Winterthur Reutlingen,Winterthur Deutweg West,0.242239586
Winterthur Reutlingen,Winterthur Deutweg Ost,0.437644038
Winterthur Reutlingen,Winterthur Deutweg Nordwest,0.882923824
Winterthur Reutlingen,Winterthur Deutweg Nordost,0.406132128
Winterthur Reutlingen,Winterthur Gutschick,0.644522671
Winterthur Reutlingen,Winterthur Endliker,0.348624842
Winterthur Reutlingen,Zell (ZH) Nord,0.000736642
Winterthur Reutlingen,Zell (ZH) West,0.508579583
Winterthur Reutlingen,Zell (ZH) S�d,0.372407937
Winterthur Reutlingen,Zell (ZH) Ost,0.000287855
Winterthur Reutlingen,Gachnang,2.294384976
Winterthur Stadel,Buch am Irchel West,0.011685931
Winterthur Stadel,Buch am Irchel Ost,0.00232236
Winterthur Stadel,Bassersdorf Nord,0.006882708
Winterthur Stadel,N�rensdorf S�d,0.041415186
Winterthur Stadel,N�rensdorf Nord,0.041687265
Winterthur Stadel,N�rensdorf Ost,0.022687877
Winterthur Stadel,Oberembrach Ost,0.001764133
Winterthur Stadel,Kyburg Ost,0.019020483
Winterthur Stadel,Kyburg West,0.013699872
Winterthur Stadel,Lindau Nord,0.043484561
Winterthur Stadel,Lindau Kemptthal,0.117874192
Winterthur Stadel,Lindau Zentrum,0.030387489
Winterthur Stadel,Weisslingen Nord,0.001900582
Winterthur Stadel,Bertschikon Nord,0.137434689
Winterthur Stadel,Bertschikon West,0.064938292
Winterthur Stadel,Bertschikon Ost,0.00584477
Winterthur Stadel,Br�tten,0.104039391
Winterthur Stadel,D�gerlen S�d,0.022143827
Winterthur Stadel,D�ttlikon,0.036575107
Winterthur Stadel,Dinhard Ost,0.725048718
Winterthur Stadel,Dinhard S�d,0.833616822
Winterthur Stadel,Ellikon an der Thur,0.155294882
Winterthur Stadel,Elsau Nord,0.014540363
Winterthur Stadel,Elsau West,1.268178883
Winterthur Stadel,Elsau S�d,0.043779496
Winterthur Stadel,Hettlingen West,0.152009795
Winterthur Stadel,Hettlingen Ost,0.039264648
Winterthur Stadel,Hofstetten (ZH) Nord,0.005443619
Winterthur Stadel,Hofstetten (ZH) S�d,0.00264169
Winterthur Stadel,Neftenbach West,0.003928258
Winterthur Stadel,Neftenbach Nordost,0.032410686
Winterthur Stadel,Neftenbach Ost,0.541256463
Winterthur Stadel,Neftenbach S�d,0.065643231
